dates,RPLprofits,RPLlosses,prices,URPLprofits,URPLlosses,RealisedPrice,MVRV,SOPR
2018-12-09,159475200.39375900,6705360.435306830,3566.3417,21099971710.523300,39758063314.4575,4674.062778677560,0.763006803474948,1.0082790498476900
2018-12-10,379892491.45531200,3374627.178006750,3447.345,19623270521.08590,41689640638.41340,4669.046339544580,0.738340283925358,0.9513378022122590
2018-12-11,115521249.88683200,2035169.8542389800,3378.115,19621901726.50790,41358717928.40880,4649.917658678,0.726489208619754,0.9062676113652400
2018-12-12,131324395.15300500,8947475.260810790,3465.3367,20380897576.576500,40196383259.25490,4640.351660559600,0.746783208146363,0.9844883363939390
2018-12-13,182986019.71505800,2761471.9719481900,3292.0883,18912907788.576600,42101108570.39320,4632.981403900780,0.710576627229325,0.9514920037857150
2018-12-14,81138609.40658050,1593681.1274672000,3223.7633,18215523996.776100,42995337778.18040,4623.739083378190,0.697219986220472,0.9432397999411000
2018-12-15,76981592.34625160,2249520.256845690,3214.385,18214772885.001500,42866316456.316200,4616.662661204050,0.696257282779607,0.9738348767664340
2018-12-16,90864835.95137010,2773809.6124662800,3229.1683,18213491925.230500,42780117773.31760,4611.938627669450,0.700175904472475,0.9715945640392930
2018-12-17,266895905.28052,21016206.701382900,3540.1967,20444000466.091200,39707137989.418,4609.204855687090,0.768071025446376,1.034351407324070
2018-12-18,142551031.1715400,18816677.361606100,3703.805,21993546992.215500,37641892138.826800,4603.031607380220,0.804644702865291,0.99934689793837
2018-12-19,76534759.11151050,7605370.161053990,3724.9933,21935232544.410400,37444413123.2312,4594.26352069249,0.810792259351839,0.9810702238207660
2018-12-20,148739446.11148700,4947292.204160950,4107.6867,25442472237.39880,33933232020.50270,4592.264371520810,0.894479578630981,1.037335771122500
2018-12-21,29536251.59648780,2902582.864888290,3886.305,23540445435.12030,35476838223.57540,4588.008919364960,0.847056984478992,0.9580305753268520
2018-12-22,69858477.80742860,2572849.5643687000,4031.895,24437399004.971600,34564938133.95000,4585.079795350480,0.879351108368618,1.0350178991288500
2018-12-23,77491936.79021730,6740548.058459850,3987.8817,24413915774.91750,34519012338.804700,4583.409589853970,0.870068803981155,0.9865760766095380
2018-12-24,83271273.82873340,1133471.2085522000,4069.8067,25322859253.202900,33652091608.10020,4580.617802921460,0.888484234027194,0.978368430411927
2018-12-25,50905870.0147906,884059.830444169,3823.0583,22634053811.798300,36126412604.2873,4576.932217764220,0.835288380536149,0.9867915942420380
2018-12-26,112761386.03203600,10254168.916781100,3809.19,22629027403.179700,36063431094.734100,4573.7021386420900,0.832846102464147,0.9952815904280860
2018-12-27,148160722.30653600,3369229.3400779400,3632.68,21044467670.12410,37913540608.46000,4569.696881298850,0.794949882751847,0.9600951014249510
2018-12-28,183522067.221896,3461078.165143480,3937.05,23501616696.825400,35033662961.16630,4565.772688225140,0.862296541865394,1.0223095991727400
2018-12-29,59641036.715423300,1724523.9857877700,3779.7133,22610667215.55440,35695382692.42090,4553.197289334960,0.830122891633379,0.9379040332935450
2018-12-30,108798721.13364500,1578914.2452895000,3880.9067,23473834025.75530,34748743298.85590,4549.7549995491300,0.852992457920171,0.9976959374966790
2018-12-31,43986665.30600410,2453910.9669768900,3740.5,21783533469.526100,36476473922.98360,4545.086232201790,0.822976684908347,0.9574925377897170
2019-01-01,36106106.55347450,2308732.681009460,3869.47,23480317215.066600,34617136697.188700,4541.823161931860,0.851964037797131,1.0137766372923800
2019-01-02,90487781.02854220,3194843.1004732300,3941.2167,23472339859.573200,34578102193.21800,4540.657214657690,0.867983755143939,1.0233753122523700
2019-01-03,42815043.4447275,2457980.5478800100,3832.155,22576860315.94960,35381026136.95930,4537.53669847863,0.844545235586715,0.9787458443476410
2019-01-04,24015554.209474900,1805019.876164050,3863.6267,23454517619.967100,34455724665.61160,4534.374231034050,0.852074950840331,1.0082079773777500
2019-01-05,56627708.978242100,1090472.2638614500,3835.5983,22561827053.80720,35285495122.13420,4532.936961153620,0.846161844488535,0.9956085829692260
2019-01-06,61880117.699026,11427698.625041900,4083.165,25372338169.1294,32823783266.10110,4531.866136325670,0.900989763857088,1.0287482829612600
2019-01-07,84687172.50806880,2775436.458372280,4041.4583,24360826839.491500,33541429935.575900,4530.553640937590,0.892045127439133,0.9995890027382
2019-01-08,31745622.276659600,4944704.100638460,4029.9917,24333519030.429700,33454883077.191200,4526.868392588770,0.890238317199095,0.9842799400487990
2019-01-09,317540005.7405040,9199231.886952920,4028.2917,24312817312.637500,33406758659.67120,4525.055169680320,0.890219356217172,1.0027640680572700
