date,RPLprofits,RPLlosses,price
2010-07-19,112.02685680000000,0.0,0.0808
2010-07-20,149.73459510000000,1.182610050000000,0.0747
2010-07-21,193.76019840000000,1.2941564500000000,0.0792
2010-07-22,227.81166665,26.861308200000000,0.0505
2010-07-23,257.8605485,28.712449750000000,0.0626
2010-07-24,338.71279100000000,31.389530650000000,0.0545
2010-07-25,377.19588675000000,35.02875115000000,0.0505
2010-07-26,513.5183937500000,41.051712600000000,0.056
2010-07-27,541.7466077500000,42.55346065,0.06
2010-07-28,565.8070693000000,45.598368950000000,0.0589
2010-07-29,573.3509449000000,46.467200750000000,0.0699
2010-07-30,584.3835189500000,48.39102020000000,0.0627
2010-07-31,595.1389215500000,48.77164520000000,0.0679
2010-08-01,608.6186095,51.630732850000000,0.0611
2010-08-02,611.2499000500000,56.95923325000000,0.06
2010-08-03,625.6439006500000,60.39230700000000,0.06
2010-08-04,636.2569444000000,61.869141700000000,0.057
2010-08-05,641.9476779,65.04719765000000,0.061
2010-08-06,659.0293023500000,65.50169345,0.0623
